Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Proteasome	4/45	6.0402976141011845e-06	0.001860411665143165	0	0	33.542976939203356	403.0878749978585	PSMA6;PSMC5;PSMC4;PSMC1
KEGG_2019_Human	Aminoacyl-tRNA biosynthesis	3/66	0.0007146287435063299	0.1100528264999748	0	0	17.152658662092627	124.24952641463543	YARS;QARS;EPRS
KEGG_2019_Human	Epstein-Barr virus infection	4/201	0.001973243647072725	0.20258634776613305	0	0	7.509621702806722	46.770498968596456	PSMC5;PSMC4;PSMC1;DDB2
KEGG_2019_Human	Mucin type O-glycan biosynthesis	2/31	0.003050060586094204	0.2348546651292537	0	0	24.345709068776628	141.02480399919486	GALNT7;GALNT3
KEGG_2019_Human	RNA transport	3/165	0.00955152277970054	0.5883738032295532	0	0	6.861063464837049	31.911181364178734	UPF1;PRMT5;EIF3D
KEGG_2019_Human	Steroid biosynthesis	1/19	0.04918837257235504	1.0	0	0	19.860973187686195	59.82319787972893	FDFT1
KEGG_2019_Human	One carbon pool by folate	1/20	0.05171041322818909	1.0	0	0	18.867924528301888	55.88860568572333	MTHFD1
KEGG_2019_Human	Gastric cancer	2/149	0.05935486874398331	1.0	0	0	5.065214638470304	14.305286194005914	REG4;DDB2
KEGG_2019_Human	Ribosome	2/153	0.062182464451104084	1.0	0	0	4.932790726353434	13.701725199124215	RPL18A;RPL37A
KEGG_2019_Human	Fructose and mannose metabolism	1/33	0.08390569957761397	1.0	0	0	11.435105774728415	28.336898054079608	SORD
KEGG_2019_Human	Pentose and glucuronate interconversions	1/34	0.08633735729569092	1.0	0	0	11.098779134295228	27.18638065964823	SORD
KEGG_2019_Human	Alanine, aspartate and glutamate metabolism	1/35	0.08876268201595139	1.0	0	0	10.781671159029651	26.1109322359125	ASNS
KEGG_2019_Human	Thyroid cancer	1/37	0.09359439709359604	1.0	0	0	10.198878123406423	24.158947041320058	DDB2
KEGG_2019_Human	Porphyrin and chlorophyll metabolism	1/42	0.10556398441269688	1.0	0	0	8.984725965858043	20.201599484105888	EPRS
KEGG_2019_Human	Nucleotide excision repair	1/47	0.11737845127517894	1.0	0	0	8.028904054596548	17.200738161787267	DDB2
KEGG_2019_Human	Amino sugar and nucleotide sugar metabolism	1/48	0.11972290415463233	1.0	0	0	7.861635220125786	16.686913037747722	GNPNAT1
KEGG_2019_Human	Vibrio cholerae infection	1/50	0.12439349491287167	1.0	0	0	7.547169811320754	15.73060673012445	SLC12A2
KEGG_2019_Human	Amyotrophic lateral sclerosis (ALS)	1/51	0.12671966397645326	1.0	0	0	7.399186089530151	15.285075861047027	CASP1
KEGG_2019_Human	Legionellosis	1/55	0.1359638603430485	1.0	0	0	6.861063464837049	13.690333868480248	CASP1
