Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Viral carcinogenesis	5/201	0.00010618575021568431	0.03270521106643077	0	0	10.585371017254156	96.85953886862757	POLB;USP7;YWHAB;SCRIB;YWHAZ
KEGG_2019_Human	Primary bile acid biosynthesis	2/17	0.0007187463003770446	0.11068693025806484	0	0	50.06257822277847	362.35304696708204	ACOT8;AMACR
KEGG_2019_Human	Glyoxylate and dicarboxylate metabolism	2/30	0.002254654605050414	0.23147787278517584	0	0	28.36879432624113	172.90094996456858	MDH2;ACSS1
KEGG_2019_Human	Pyruvate metabolism	2/39	0.003789402323031178	0.2917839788734007	0	0	21.822149481723947	121.67041943769043	MDH2;ACSS1
KEGG_2019_Human	Hippo signaling pathway	3/160	0.006296378226775643	0.3878568987693797	0	0	7.978723404255319	40.4344204430822	YWHAB;SCRIB;YWHAZ
KEGG_2019_Human	Glycerolipid metabolism	2/61	0.009056603487140748	0.464905645673225	0	0	13.951866062085806	65.63322107095266	TKFC;AGK
KEGG_2019_Human	D-Glutamine and D-glutamate metabolism	1/5	0.011695956218302144	0.5146220736052943	0	0	85.1063829787234	378.5967761095269	GLS
KEGG_2019_Human	Peroxisome	2/83	0.016299950076520627	0.6275480779460442	0	0	10.253781081773905	42.21064582378115	ACOT8;AMACR
KEGG_2019_Human	Sulfur relay system	1/8	0.018649185668919998	0.6382165762252623	0	0	53.19148936170214	211.8059998782173	MOCS3
KEGG_2019_Human	Cell cycle	2/124	0.03438019988943744	1.0	0	0	6.863417982155112	23.131602367361523	YWHAB;YWHAZ
KEGG_2019_Human	Oocyte meiosis	2/125	0.03488780969720498	0.9768586715217394	0	0	6.808510638297872	22.846759510701155	YWHAB;YWHAZ
KEGG_2019_Human	Ubiquitin mediated proteolysis	2/137	0.041203540317874786	1.0	0	0	6.212144742972511	19.811965188836318	HUWE1;UBA2
KEGG_2019_Human	Human papillomavirus infection	3/330	0.04235044873399791	1.0	0	0	3.868471953578336	12.231242793408521	BCAP31;SCRIB;PTK2
KEGG_2019_Human	Arginine biosynthesis	1/21	0.048230676330360274	1.0	0	0	20.263424518743665	61.43384036428342	GLS
KEGG_2019_Human	PI3K-Akt signaling pathway	3/354	0.05033266060451829	1.0	0	0	3.606202668589975	10.779304350514922	YWHAB;YWHAZ;PTK2
KEGG_2019_Human	Hepatitis C	2/155	0.0514109398314601	0.9896605917556068	0	0	5.490734385724091	16.295974149511043	YWHAB;YWHAZ
KEGG_2019_Human	Mismatch repair	1/23	0.05270352786213395	0.954863916561015	0	0	18.501387604070306	54.450932161329824	SSBP1
KEGG_2019_Human	Proximal tubule bicarbonate reclamation	1/23	0.05270352786213395	0.9018159211965142	0	0	18.501387604070306	54.450932161329824	GLS
KEGG_2019_Human	Hepatitis B	2/163	0.05621059159637557	0.9112032742991408	0	0	5.221250489492234	15.030153125024777	YWHAB;YWHAZ
KEGG_2019_Human	Protein processing in endoplasmic reticulum	2/165	0.0574344544994539	0.8844905992915899	0	0	5.157962604771115	14.736871196040877	BCAP31;DNAJC5
KEGG_2019_Human	Nicotinate and nicotinamide metabolism	1/30	0.06819709010486186	1.0	0	0	14.184397163120568	38.09011889542019	NMNAT3
KEGG_2019_Human	Citrate cycle (TCA cycle)	1/30	0.06819709010486186	0.954759261468066	0	0	14.184397163120568	38.09011889542019	MDH2
KEGG_2019_Human	Pentose phosphate pathway	1/30	0.06819709010486186	0.913247989230324	0	0	14.184397163120568	38.09011889542019	TKT
KEGG_2019_Human	Transcriptional misregulation in cancer	2/186	0.07082908106837402	0.908973207044133	0	0	4.575611988103409	12.1138669094654	PROM1;PTK2
KEGG_2019_Human	Propanoate metabolism	1/32	0.07257808231832527	0.8941619741617676	0	0	13.297872340425535	34.88154653155707	ACSS1
KEGG_2019_Human	Base excision repair	1/33	0.07476101224556415	0.8856304527551445	0	0	12.894906511927788	33.44240820826723	POLB
KEGG_2019_Human	Fructose and mannose metabolism	1/33	0.07476101224556415	0.8528293248753244	0	0	12.894906511927788	33.44240820826723	TKFC
KEGG_2019_Human	Alanine, aspartate and glutamate metabolism	1/35	0.07911179655930953	0.8702297621524048	0	0	12.1580547112462	30.843687301770476	GLS
KEGG_2019_Human	DNA replication	1/36	0.08127967357922959	0.8632461883587143	0	0	11.820330969267138	29.66736774425061	SSBP1
KEGG_2019_Human	Homologous recombination	1/41	0.09204435774114653	0.944988739475771	0	0	10.378827192527243	24.758533147581353	SSBP1
KEGG_2019_Human	Cysteine and methionine metabolism	1/47	0.1047991120621266	1.0	0	0	9.053870529651423	20.422906109739436	MDH2
KEGG_2019_Human	Valine, leucine and isoleucine degradation	1/48	0.1069077860677883	1.0	0	0	8.865248226950351	19.820821175041285	MCCC2
KEGG_2019_Human	Cholesterol metabolism	1/50	0.11111056030365547	1.0	0	0	8.51063829787234	18.69982582651581	VAPB
KEGG_2019_Human	Pathogenic Escherichia coli infection	1/55	0.12153299209628247	1.0	0	0	7.736943907156673	16.306147103866287	YWHAZ
KEGG_2019_Human	VEGF signaling pathway	1/59	0.129784735856175	1.0	0	0	7.212405337179949	14.726852355119501	PTK2
KEGG_2019_Human	Arachidonic acid metabolism	1/63	0.13796060239184826	1.0	0	0	6.7544748395812215	13.379176794995466	PTGES2
KEGG_2019_Human	Central carbon metabolism in cancer	1/65	0.14202029523984686	1.0	0	0	6.546644844517185	12.777645220093596	GLS
KEGG_2019_Human	Aminoacyl-tRNA biosynthesis	1/66	0.14404311872744627	1.0	0	0	6.447453255963894	12.492860016897259	NARS2
KEGG_2019_Human	Glycolysis / Gluconeogenesis	1/68	0.14807477255045265	1.0	0	0	6.257822277847309	11.95267780264802	ACSS1
KEGG_2019_Human	RIG-I-like receptor signaling pathway	1/70	0.15208783907004392	1.0	0	0	6.0790273556231	11.448614203224778	TKFC
KEGG_2019_Human	Bacterial invasion of epithelial cells	1/74	0.16005854501764066	1.0	0	0	5.750431282346176	10.536030042067065	PTK2
KEGG_2019_Human	RNA degradation	1/79	0.16991885916786073	1.0	0	0	5.3864799353622415	9.547181550702348	PNPT1
KEGG_2019_Human	ErbB signaling pathway	1/85	0.1816017681747785	1.0	0	0	5.006257822277847	8.540370844641247	PTK2
KEGG_2019_Human	GABAergic synapse	1/89	0.18930080636958044	1.0	0	0	4.781257470714798	7.958010810574777	GLS
KEGG_2019_Human	Small cell lung cancer	1/93	0.196928943098566	1.0	0	0	4.575611988103409	7.434968246357122	PTK2
KEGG_2019_Human	Amoebiasis	1/96	0.20260390111695997	1.0	0	0	4.4326241134751765	7.076695177688812	PTK2
KEGG_2019_Human	Leukocyte transendothelial migration	1/112	0.2322138132968934	1.0	0	0	3.7993920972644375	5.547479949461841	PTK2
KEGG_2019_Human	Glutamatergic synapse	1/114	0.23583852811478584	1.0	0	0	3.732736095558044	5.392340093443838	GLS
KEGG_2019_Human	FoxO signaling pathway	1/132	0.2677162344756822	1.0	0	0	3.223726627981947	4.248316202473969	USP7
KEGG_2019_Human	Systemic lupus erythematosus	1/133	0.2694485319234346	1.0	0	0	3.1994880819068947	4.1957379076522745	H2AFY
KEGG_2019_Human	Estrogen signaling pathway	1/137	0.2763377029023164	1.0	0	0	3.1060723714862557	3.994817828748953	KRT23
KEGG_2019_Human	Fluid shear stress and atherosclerosis	1/139	0.27975840380163386	1.0	0	0	3.061380682687892	3.899675162535612	PTK2
KEGG_2019_Human	Necroptosis	1/162	0.31797673364733803	1.0	0	0	2.6267402153926973	3.0096586905953107	H2AFY
KEGG_2019_Human	Tight junction	1/170	0.3307990165783446	1.0	0	0	2.503128911138924	2.7690720618165505	SCRIB
KEGG_2019_Human	NOD-like receptor signaling pathway	1/178	0.3433852700584313	1.0	0	0	2.390628735357399	2.5553483764096923	SUGT1
KEGG_2019_Human	Alcoholism	1/180	0.34649545374479196	1.0	0	0	2.364066193853428	2.5056396712621853	H2AFY
KEGG_2019_Human	Axon guidance	1/181	0.3480451339846965	1.0	0	0	2.3510050546608667	2.4813050717269434	PTK2
KEGG_2019_Human	Chemokine signaling pathway	1/190	0.3618313756348812	1.0	0	0	2.2396416573348263	2.276768172103767	PTK2
KEGG_2019_Human	Focal adhesion	1/199	0.37533216680478654	1.0	0	0	2.138351331123704	2.095464272288214	PTK2
KEGG_2019_Human	Epstein-Barr virus infection	1/201	0.3782941618931258	1.0	0	0	2.117074203450831	2.057972223862425	USP7
KEGG_2019_Human	Proteoglycans in cancer	1/201	0.3782941618931258	1.0	0	0	2.117074203450831	2.057972223862425	PTK2
KEGG_2019_Human	Human immunodeficiency virus 1 infection	1/212	0.3943410652262196	1.0	0	0	2.0072260136491367	1.8678022809291015	PTK2
